time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
7.752336,0.0770,0.6637,0.0403,0.669
7.760561,0.0373,0.6276,-0.0630,0.632
7.768203,-0.0337,0.6753,-0.1299,0.688
7.778468,-0.0359,0.7660,-0.1993,0.792
7.785362,-0.0319,0.8999,-0.2108,0.925
7.801197,0.0092,1.0746,-0.2145,1.096
7.802303,0.0209,1.2541,-0.2554,1.280
7.810819,0.0295,1.4746,-0.2397,1.494
7.818135,0.0449,1.6928,-0.2528,1.712
7.828447,0.0008,1.8968,-0.1754,1.905
7.834353,0.0100,2.1178,-0.1769,2.125
7.844756,0.0056,2.2649,-0.2760,2.282
7.850737,-0.0337,2.4051,-0.3154,2.426
7.861517,-0.0195,2.4568,-0.3724,2.485
7.866267,-0.1145,2.4942,-0.3707,2.524
7.880855,-0.1226,2.4935,-0.3542,2.521
7.883882,-0.1280,2.4401,-0.3518,2.469
7.900742,-0.1669,2.4201,-0.2307,2.437
7.901862,-0.0985,2.4050,-0.1484,2.412
7.908592,-0.0493,2.3753,-0.1796,2.383
7.916126,-0.0720,2.3336,-0.2671,2.350
7.926561,-0.0779,2.2654,-0.3372,2.292
7.932534,-0.0984,2.1683,-0.3280,2.195
7.944731,-0.0401,2.0661,-0.4671,2.119
7.948687,0.0417,1.9708,-0.3524,2.003
7.957523,0.0135,1.8704,-0.2406,1.886
7.965641,0.0214,1.8537,-0.4032,1.897
7.979176,0.0079,1.8535,-0.5867,1.944
7.982639,-0.0221,1.9273,-0.5475,2.004
8.000865,-0.0619,1.9625,-0.4723,2.020
8.002002,-0.0324,1.9689,-0.4773,2.026
8.011476,0.0420,1.9513,-0.5429,2.026
8.014686,0.0852,1.9240,-0.6256,2.025
8.024105,0.0829,1.9230,-0.5916,2.014
8.031074,0.0900,1.8478,-0.4670,1.908
8.040596,0.0777,1.7990,-0.4570,1.858
8.047390,0.0198,1.7071,-0.4990,1.779
8.056010,-0.0503,1.6464,-0.5356,1.732
8.064042,-0.0373,1.5882,-0.5092,1.668
8.084119,0.0209,1.5540,-0.4872,1.629
8.085246,0.0835,1.5438,-0.4697,1.616
8.088217,0.0865,1.5600,-0.4514,1.626
8.096339,0.1206,1.5834,-0.4591,1.653
8.104758,0.1166,1.5878,-0.4232,1.647
8.112368,0.0623,1.5754,-0.3244,1.610
8.121525,0.0317,1.5056,-0.2512,1.527
8.129621,-0.0303,1.4239,-0.2853,1.453
8.137978,-0.1042,1.3351,-0.3021,1.373
8.147352,-0.1589,1.2535,-0.3453,1.310
8.154126,-0.1992,1.1718,-0.2911,1.224
8.163479,-0.1941,1.1116,-0.2258,1.151
8.170550,-0.2462,1.0800,-0.2355,1.132
8.183515,-0.2577,1.0291,-0.1958,1.079
8.186639,-0.2142,0.9639,-0.1929,1.006
8.194222,-0.1634,0.8770,-0.2506,0.927
8.203412,-0.1432,0.8115,-0.2234,0.854
8.212167,-0.1245,0.7077,-0.0561,0.721
8.219296,-0.1005,0.5822,0.0556,0.593
8.231923,-0.0379,0.4807,0.1313,0.500
8.236186,-0.0418,0.3673,0.1883,0.415
8.245277,0.0289,0.2300,0.2100,0.313
8.252697,0.0449,0.1406,0.1580,0.216
8.260889,0.0468,-0.0230,0.1059,0.118
8.268974,0.0055,-0.1148,0.0629,0.131
8.278927,-0.0121,-0.2115,0.1962,0.289
8.285778,-0.0037,-0.3250,0.2736,0.425
8.299531,-0.0267,-0.4241,0.1881,0.465
8.300944,0.0773,-0.5543,0.3610,0.666
8.309299,0.1044,-0.6702,0.5454,0.870
8.318244,0.1074,-0.7453,0.2735,0.801
8.326556,0.0624,-0.7892,0.1313,0.802
8.334063,0.0602,-0.8547,0.2472,0.892
8.343844,0.0742,-0.9010,0.2315,0.933
8.351955,0.0783,-0.9904,0.1591,1.006
8.358089,0.0628,-1.0581,0.1685,1.073
8.366430,0.0422,-1.0876,0.1918,1.105
8.378540,0.0448,-1.1003,0.2223,1.123
8.382835,0.1494,-1.1728,0.2334,1.205
8.391525,0.2248,-1.2166,0.2565,1.263
8.399327,0.2311,-1.2915,0.2558,1.337
8.408476,0.2188,-1.3879,0.1809,1.417
8.416182,0.1592,-1.4628,0.1513,1.479
8.425154,0.1386,-1.5712,0.2267,1.594
8.432777,0.1014,-1.6653,0.2253,1.684
8.442678,0.0811,-1.7378,0.1522,1.746
8.449081,0.0439,-1.8223,0.1073,1.826
8.459282,-0.0364,-1.9260,0.0828,1.928
8.465035,0.0386,-2.0369,-0.0000,2.037
8.479757,-0.0300,-2.0449,-0.1317,2.049
8.482488,-0.0201,-2.1248,-0.1625,2.131
8.500041,-0.0511,-2.1425,-0.1251,2.147
8.500903,-0.0728,-2.1818,-0.0334,2.183
8.508267,-0.1186,-2.2019,-0.0450,2.206
8.514531,-0.1620,-2.2027,-0.1570,2.214
8.526614,-0.2172,-2.2132,-0.2333,2.236
8.531131,-0.2769,-2.2212,-0.1709,2.245
8.543385,-0.2910,-2.2292,-0.1084,2.251
8.546812,-0.3095,-2.2730,-0.0932,2.296
8.556258,-0.3061,-2.3144,-0.0676,2.336
8.563605,-0.2880,-2.3701,-0.1326,2.391
8.572026,-0.2505,-2.3874,-0.2308,2.412
8.580209,-0.2296,-2.3928,-0.2644,2.418
8.588378,-0.1799,-2.3934,-0.2630,2.414
8.601083,-0.1491,-2.3891,-0.3031,2.413
8.604698,-0.1806,-2.3394,-0.2966,2.365
8.613030,-0.1599,-2.3160,-0.1452,2.326
8.620805,-0.1538,-2.2758,-0.1473,2.286
8.628975,-0.1383,-2.2284,-0.1470,2.238
8.637492,-0.1063,-2.1857,-0.0787,2.190
8.645549,-0.0931,-2.1597,-0.0388,2.162
8.654218,-0.0820,-2.1312,-0.1577,2.139
8.662448,-0.1516,-2.0597,-0.3142,2.089
8.670069,-0.1822,-2.0024,-0.2981,2.033
8.685561,-0.1476,-1.9739,-0.1480,1.985
8.686972,-0.0985,-1.9046,-0.0308,1.907
8.695531,-0.1208,-1.8377,-0.0227,1.842
8.703605,-0.1025,-1.7445,-0.1234,1.752
8.711496,-0.1461,-1.6967,-0.2232,1.718
8.719626,-0.1872,-1.6105,-0.2966,1.648
8.728352,-0.2402,-1.6154,-0.2983,1.660
8.736082,-0.2430,-1.5771,-0.2137,1.610
8.744956,-0.1861,-1.5484,-0.0926,1.562
8.751890,-0.1796,-1.5268,0.0149,1.537
8.762949,-0.1488,-1.4885,0.0495,1.497
8.768583,-0.0843,-1.4621,0.0063,1.465
8.785240,-0.0312,-1.3639,-0.0836,1.367
8.786161,-0.0350,-1.2801,-0.1516,1.290
8.792716,-0.0649,-1.1652,-0.1861,1.182
8.802862,-0.0972,-1.0838,-0.1850,1.104
8.811527,-0.1346,-0.9736,-0.2052,1.004
8.818150,-0.1177,-0.8897,-0.1753,0.914
8.827257,-0.1062,-0.8011,-0.1598,0.824
8.834228,-0.0901,-0.7028,-0.1656,0.728
8.844103,-0.0596,-0.6070,-0.1899,0.639
8.851390,-0.0147,-0.5087,-0.2064,0.549
8.860407,0.0036,-0.4057,-0.1697,0.440
8.867356,0.0049,-0.3362,-0.0893,0.348
8.879401,0.0320,-0.2930,-0.0275,0.296
8.883830,0.0539,-0.2690,-0.0263,0.276
8.902702,0.0561,-0.2834,-0.0410,0.292
8.903609,0.0463,-0.2833,-0.0621,0.294
8.911893,0.0432,-0.2977,-0.0703,0.309
8.916239,0.0277,-0.3144,-0.0900,0.328
8.927220,0.0070,-0.3359,-0.0590,0.341
8.932736,-0.0451,-0.3072,-0.0018,0.310
8.945041,-0.0711,-0.2689,-0.1332,0.308
8.949574,-0.0208,-0.2234,-0.1067,0.248
8.962302,0.1203,-0.2042,0.0533,0.243
8.966047,0.0608,-0.1395,0.2750,0.314
8.975926,0.0209,-0.1227,0.2055,0.240
8.982601,-0.0166,-0.0940,0.0246,0.099
8.990305,-0.1306,-0.0294,-0.0460,0.141
8.999704,-0.1393,-0.0605,-0.0451,0.158
9.011449,-0.1738,-0.0701,-0.0109,0.188
9.015255,-0.2129,-0.1036,0.0469,0.241
9.027883,-0.2015,-0.1539,0.0300,0.255
9.031044,-0.1882,-0.1850,0.0465,0.268
9.039457,-0.0708,-0.2209,0.2151,0.316
9.047764,0.0128,-0.2304,0.2637,0.350
9.062910,-0.0222,-0.2232,0.2307,0.322
9.064145,-0.0755,-0.1633,0.1479,0.233
9.073245,-0.1019,-0.1609,0.1253,0.228
9.085794,-0.1550,-0.1825,0.1304,0.273
9.089906,-0.1909,-0.2161,0.1002,0.305
9.096333,-0.1764,-0.3119,0.0367,0.360
9.105671,-0.1169,-0.3838,0.0284,0.402
9.113088,-0.0599,-0.4460,0.0459,0.452
9.121966,-0.0389,-0.5203,0.0992,0.531
9.129982,-0.1015,-0.5706,0.1447,0.597
9.138703,-0.0493,-0.5419,0.1448,0.563
9.146058,-0.0438,-0.5802,0.2027,0.616
9.154672,-0.0454,-0.6065,0.2249,0.648
9.162676,-0.0111,-0.6304,0.1952,0.660
9.170774,-0.0349,-0.6425,0.1526,0.661
9.186008,-0.0249,-0.6665,0.1659,0.687
9.187001,-0.0316,-0.7097,0.2183,0.743
9.194788,-0.0120,-0.7768,0.2144,0.806
9.203823,-0.0165,-0.8727,0.1593,0.887
9.212729,-0.0424,-0.9806,0.0957,0.986
9.220092,-0.0657,-1.0909,0.0099,1.093
9.228456,-0.0964,-1.2035,0.0152,1.207
9.235807,-0.1150,-1.2755,-0.0869,1.284
9.244885,-0.1770,-1.3115,-0.0243,1.324
9.252655,-0.1554,-1.3212,0.0781,1.333
9.260659,-0.1220,-1.2973,-0.0042,1.303
9.269650,-0.0624,-1.2902,-0.0823,1.294
9.278971,-0.0026,-1.2855,-0.0392,1.286
9.285210,0.0242,-1.2999,-0.0205,1.300
9.300101,-0.0227,-1.3382,-0.0263,1.339
9.301737,-0.0405,-1.4292,-0.0534,1.431
9.309839,-0.0198,-1.6064,-0.0829,1.609
9.318043,-0.0563,-1.7788,-0.1483,1.786
9.326243,-0.1425,-1.9105,-0.1619,1.923
9.334883,-0.2546,-2.0111,-0.1169,2.031
9.347261,-0.3765,-2.0829,-0.1784,2.124
9.350843,-0.2811,-2.0949,-0.2390,2.127
9.358948,-0.3080,-2.0806,-0.2033,2.113
9.367142,-0.1630,-2.0758,-0.1628,2.088
9.376270,-0.0588,-2.0494,-0.1403,2.055
9.383975,-0.0070,-1.9943,-0.2242,2.007
9.397916,0.0211,-2.0135,-0.2540,2.030
9.400195,0.0066,-2.0278,-0.1509,2.033
9.407776,0.0017,-2.0325,-0.0918,2.035
9.416419,0.0093,-2.0947,-0.0839,2.096
9.424565,-0.0160,-2.1521,-0.0577,2.153
9.433001,0.0044,-2.1640,-0.1450,2.169
9.443978,0.0298,-2.1902,-0.4036,2.227
9.448608,-0.0762,-2.1349,-0.3604,2.166
9.458219,-0.0462,-2.0724,-0.2098,2.084
9.465467,-0.0597,-1.9141,-0.0346,1.915
9.473852,-0.0219,-1.6672,-0.0485,1.668
9.481819,0.0220,-1.4945,0.1531,1.503
9.494287,0.0842,-1.2572,0.2462,1.284
9.498425,0.1409,-1.0749,0.2817,1.120
9.516467,0.1354,-0.8902,0.3793,0.977
9.517181,0.1897,-0.7799,0.2482,0.840
9.525893,0.2374,-0.7797,0.2161,0.843
9.531133,0.0919,-0.8922,0.2773,0.939
9.543434,0.0569,-1.0717,0.1061,1.078
9.548138,-0.0429,-1.2488,0.0243,1.250
9.560179,-0.1312,-1.4139,0.0832,1.422
9.564384,-0.1408,-1.4642,0.0532,1.472
9.572847,-0.2011,-1.5000,-0.0354,1.514
9.580858,-0.3594,-1.4065,-0.0827,1.454
9.589533,-0.4038,-1.2411,-0.0172,1.305
9.596690,-0.4013,-1.0566,-0.0420,1.131
9.615559,-0.1171,-0.8887,0.0833,0.900
9.616357,0.0447,-0.8047,0.1271,0.816
9.622144,0.1497,-0.6776,0.2386,0.734
9.629718,0.2482,-0.6606,0.2270,0.741
9.638776,0.2516,-0.6844,0.0885,0.735
9.646538,0.1648,-0.7609,0.1295,0.789
9.655216,0.0955,-0.8830,0.1342,0.898
9.663348,-0.0001,-1.0076,-0.0142,1.008
9.671714,-0.0458,-1.0699,-0.1439,1.081
9.680191,-0.0611,-1.0844,-0.2419,1.113
9.687515,-0.0605,-1.0079,-0.1251,1.017
9.710022,0.0347,-0.9170,0.0439,0.919
9.711117,0.1510,-0.7113,-0.0068,0.727
9.718645,0.1594,-0.5414,-0.0120,0.565
9.720146,0.1465,-0.3189,-0.0172,0.351
9.727997,0.1455,-0.1347,-0.0151,0.199
9.736633,0.1821,-0.0008,0.0784,0.198
9.744423,0.2729,0.0996,-0.0117,0.291
9.752774,0.2743,0.1377,0.0211,0.308
9.761720,0.1915,0.1279,-0.0098,0.231
9.769002,0.1874,0.0606,-0.0323,0.200
9.779874,0.1452,0.0341,-0.0667,0.163
9.785354,0.0584,0.0793,-0.1418,0.173
9.802758,-0.0202,0.1773,-0.2079,0.274
9.803589,0.0139,0.2657,-0.2273,0.350
9.811182,0.1409,0.3925,-0.1928,0.459
9.818941,0.2730,0.4570,-0.1178,0.545
9.826656,0.3504,0.5167,-0.1231,0.636
9.834691,0.3659,0.5333,-0.0555,0.649
9.844147,0.3508,0.4805,-0.0433,0.597
9.851849,0.2932,0.4636,-0.0745,0.554
9.859936,0.2313,0.4083,-0.1251,0.486
9.867750,0.1653,0.3506,-0.1292,0.409
9.876304,0.1022,0.3648,-0.1133,0.395
9.884281,0.0537,0.4365,-0.0943,0.450
9.896637,0.1341,0.4723,-0.1970,0.529
9.900172,0.1285,0.5656,-0.3712,0.689
9.920093,0.1301,0.6469,-0.2448,0.704
9.921046,0.1701,0.6613,-0.1502,0.699
9.927273,0.2629,0.6637,-0.1710,0.734
9.932871,0.2987,0.6182,-0.1658,0.706
9.942689,0.2038,0.6087,-0.1400,0.657
9.949649,0.1975,0.6303,-0.1846,0.686
9.961290,0.1433,0.6687,-0.2155,0.717
9.966595,0.1461,0.7167,-0.1470,0.746
9.977190,0.1507,0.7646,-0.2009,0.805
9.982562,0.1931,0.7935,-0.2265,0.847
9.994637,0.0961,0.8534,-0.3652,0.933
9.998495,0.0991,0.9086,-0.3321,0.972
10.015830,0.1013,0.9637,-0.3640,1.035
10.016598,0.0888,0.9974,-0.4342,1.091
10.027773,0.1334,1.0166,-0.4494,1.119
10.031729,0.1973,1.0383,-0.4024,1.131
10.044713,0.2501,1.0312,-0.4269,1.144
10.048285,0.2492,1.0433,-0.4966,1.182
10.058092,0.0865,1.0627,-0.4924,1.174
10.063728,0.0052,1.0964,-0.4143,1.172
10.073178,-0.1073,1.1564,-0.4122,1.232
10.081086,-0.1344,1.2093,-0.2919,1.251
10.090194,-0.3080,1.1856,-0.3405,1.271
10.107838,-0.3670,1.1260,-0.4071,1.252
10.108929,-0.3852,1.0904,-0.3706,1.214
10.116032,-0.4029,1.0715,-0.4086,1.216
10.121407,-0.4873,1.0743,-0.3439,1.229
10.130301,-0.4639,1.0985,-0.3849,1.253
10.139265,-0.4881,1.0797,-0.2919,1.220
10.146112,-0.4073,1.0561,-0.2926,1.169
10.154706,-0.4227,1.1403,-0.2411,1.240
10.162103,-0.3330,1.2292,-0.1282,1.280
10.171232,-0.2058,1.3516,-0.2288,1.386
10.179257,-0.2604,1.4428,-0.2610,1.489
10.187087,-0.2332,1.5341,-0.2082,1.566
10.199447,-0.2057,1.5319,-0.2063,1.559
10.203784,-0.2855,1.5202,-0.3363,1.583
10.211558,-0.3529,1.4726,-0.3520,1.555
10.219668,-0.2934,1.4345,-0.1386,1.471
10.227908,-0.2004,1.3437,-0.0110,1.359
10.236490,-0.2648,1.2913,-0.4643,1.398
10.244254,-0.2650,1.3203,-0.3896,1.402
10.252977,-0.1865,1.3708,-0.1195,1.389
10.260989,-0.1467,1.4978,-0.3066,1.536
10.269184,-0.2558,1.7111,-0.4437,1.786
10.278896,-0.2531,1.8956,-0.2200,1.925
10.285914,-0.1650,1.9819,-0.2902,2.010
10.308318,-0.2419,2.0563,-0.4387,2.116
10.309404,-0.2970,2.0541,-0.3360,2.103
10.309996,-0.2922,1.9969,-0.2281,2.031
10.317854,-0.3206,1.9181,-0.2603,1.962
10.326710,-0.4223,1.7891,-0.2322,1.853
10.336084,-0.3734,1.7033,-0.1872,1.754
10.343738,-0.3889,1.6701,-0.3936,1.759
10.351292,-0.3495,1.7014,-0.3666,1.775
10.360398,-0.2052,1.7543,-0.2333,1.782
10.367661,-0.1161,1.7760,-0.2469,1.797
10.376220,-0.1033,1.8288,-0.3168,1.859
10.383814,-0.0094,1.8743,-0.2521,1.891
10.395086,0.0629,1.8144,-0.1882,1.825
10.400330,0.0870,1.6779,-0.1652,1.688
10.413938,0.0945,1.4648,-0.1496,1.475
10.417326,0.0757,1.2181,-0.1910,1.235
10.424283,0.1243,0.9547,-0.2396,0.992
10.432360,-0.0208,0.7919,-0.1925,0.815
10.442249,-0.1323,0.6602,-0.1575,0.692
10.449454,-0.1754,0.5620,-0.1279,0.602
10.459267,-0.1496,0.5595,-0.2202,0.620
10.466129,-0.1507,0.5977,-0.1097,0.626
10.475689,-0.0300,0.6383,-0.0451,0.641
10.482856,0.0092,0.6286,0.0609,0.632
10.495884,-0.0090,0.6166,0.1318,0.631
10.499349,0.0139,0.5424,0.1251,0.557
10.518779,-0.0328,0.4562,-0.0165,0.458
10.519663,-0.0529,0.3438,-0.0350,0.350
10.526131,-0.0108,0.1429,0.0454,0.150
10.531761,-0.0711,0.0377,-0.0933,0.123
10.542740,-0.1239,-0.0674,-0.1770,0.226
10.548150,-0.1191,-0.1414,-0.1153,0.218
10.559938,-0.1263,-0.1364,-0.1474,0.237
10.564460,-0.1145,-0.0573,-0.1565,0.202
10.575986,-0.0838,0.0601,-0.1526,0.184
10.581180,-0.0751,0.2349,-0.1471,0.287
10.589600,-0.0430,0.4192,-0.0370,0.423
10.597067,0.0123,0.6059,-0.0273,0.607
10.606738,-0.0022,0.8238,-0.0868,0.828
10.619915,-0.0099,1.0799,-0.1126,1.086
10.627401,-0.0949,1.3433,-0.1639,1.357
10.630187,-0.1014,1.5253,-0.2237,1.545
10.638568,-0.2042,1.7146,-0.1771,1.736
10.646769,-0.2308,1.9111,-0.1461,1.930
10.654929,-0.1692,2.0382,-0.1592,2.051
10.663294,-0.1674,2.1271,-0.1491,2.139
10.671663,-0.2009,2.2352,-0.1473,2.249
10.679205,-0.2004,2.3338,-0.1254,2.346
10.688315,-0.1874,2.4110,-0.1191,2.421
10.699843,-0.1547,2.4834,-0.1477,2.493
10.705523,-0.0927,2.4698,-0.2207,2.481
10.712198,-0.1351,2.4490,-0.2979,2.471
10.720047,-0.1312,2.3588,-0.1789,2.369
10.728052,-0.1097,2.1920,-0.1389,2.199
10.736637,-0.1139,2.0491,-0.1806,2.060
10.745069,-0.1225,1.9326,-0.0942,1.939
10.753276,-0.0617,1.8208,-0.0516,1.823
10.760948,-0.0485,1.7760,-0.1892,1.787
10.769568,-0.0926,1.7455,-0.1969,1.759
10.779339,-0.0676,1.7795,-0.2203,1.794
10.786267,-0.0092,1.7752,-0.2956,1.800
10.803784,-0.0800,1.7707,-0.2934,1.797
10.804818,-0.0957,1.7470,-0.1998,1.761
10.810711,-0.0946,1.7375,-0.4709,1.803
10.818434,-0.0864,1.7064,-0.4874,1.777
10.827362,0.0061,1.5746,-0.0848,1.577
10.835363,-0.0516,1.4739,-0.0558,1.476
10.842844,-0.1113,1.4235,-0.2902,1.457
10.852220,-0.1686,1.3899,-0.1732,1.411
10.859796,-0.1591,1.3251,-0.1189,1.340
10.868341,-0.1500,1.2435,-0.2318,1.274
10.879296,-0.1723,1.1859,-0.2438,1.223
10.884532,-0.1321,1.1259,-0.2415,1.159
10.899944,-0.0562,1.0803,-0.3468,1.136
10.900759,-0.0542,1.0777,-0.3757,1.143
10.908647,0.0102,1.0560,-0.3696,1.119
10.917555,0.0292,1.0486,-0.3088,1.094
10.926141,-0.0043,1.0388,-0.2791,1.076
10.933489,-0.0521,1.0314,-0.3422,1.088
10.942939,-0.0549,1.0073,-0.3882,1.081
10.950155,0.0018,1.0503,-0.4245,1.133
10.957995,0.0821,1.0429,-0.4323,1.132
10.966438,0.0834,1.0667,-0.4329,1.154
10.976547,0.0801,1.0905,-0.4218,1.172
10.983362,0.0935,1.0759,-0.4566,1.172
10.994935,0.0639,1.1284,-0.4649,1.222
10.999063,0.0101,1.1976,-0.4355,1.274
11.015213,-0.0082,1.2572,-0.3822,1.314
11.015813,-0.0151,1.3000,-0.4389,1.372
11.023346,-0.0824,1.3070,-0.4284,1.378
11.032656,-0.0899,1.3092,-0.4390,1.384
11.042492,-0.0956,1.2826,-0.4205,1.353
11.048081,-0.0773,1.2393,-0.4186,1.310
11.059717,-0.0805,1.2535,-0.4525,1.335
11.064750,-0.1580,1.2390,-0.4242,1.319
11.076678,-0.1902,1.2268,-0.3698,1.295
11.081372,-0.1582,1.1979,-0.3633,1.262
11.095970,-0.1917,1.1737,-0.4048,1.256
11.098052,-0.1706,1.1399,-0.3346,1.200
11.106807,-0.1022,1.1253,-0.2387,1.155
11.118842,-0.0102,1.1321,-0.2583,1.161
11.126502,0.0099,1.0934,-0.0534,1.095
11.129979,0.0607,1.0691,-0.0134,1.071
11.138901,0.0850,1.0209,-0.1189,1.031
11.147168,0.1095,0.9560,-0.1138,0.969
11.156379,0.1389,0.8455,-0.0463,0.858
11.163407,0.0701,0.6681,-0.0362,0.673
11.171603,0.0829,0.4859,-0.0859,0.500
11.179936,0.0187,0.3515,-0.0641,0.358
11.200629,0.0473,0.1980,-0.0186,0.204
11.201454,0.1139,0.0780,0.0527,0.148
11.203875,0.0917,0.0130,0.0731,0.118
11.211403,0.0746,-0.1167,0.1335,0.192
11.219611,0.0435,-0.1985,0.0741,0.216
11.228001,0.0965,-0.3425,-0.0095,0.356
11.236474,0.0326,-0.4267,-0.0335,0.429
11.244368,0.0048,-0.6234,0.0161,0.624
11.252386,-0.0277,-0.7794,0.0628,0.782
11.260677,-0.0220,-0.9594,0.0303,0.960
11.268899,-0.0547,-1.0987,0.0184,1.100
11.277586,-0.0372,-1.1638,0.0326,1.165
11.285754,-0.0127,-1.1978,0.1105,1.203
11.294047,0.0167,-1.2222,0.1330,1.230
11.301963,0.0586,-1.2490,0.0932,1.254
11.311405,0.0603,-1.2615,0.0654,1.265
11.319487,0.0697,-1.2787,0.0326,1.281
11.327267,0.1060,-1.3437,-0.0007,1.348
11.335000,0.0779,-1.4064,0.0377,1.409
11.343578,0.0454,-1.4907,0.0442,1.492
11.352218,0.0130,-1.5940,0.0290,1.594
11.360150,-0.0603,-1.6352,0.0732,1.638
11.368406,-0.1007,-1.7242,0.1436,1.733
11.377462,-0.0912,-1.7629,0.0924,1.768
11.384109,-0.0940,-1.7991,0.0396,1.802
11.396305,-0.1304,-1.8449,0.0183,1.850
11.400784,-0.0996,-1.9099,-0.0458,1.913
11.409091,-0.0711,-1.9389,-0.1117,1.943
11.416726,-0.1578,-1.9798,-0.0865,1.988
11.424993,-0.1681,-2.0303,-0.0014,2.037
11.433538,-0.1503,-2.0856,-0.0717,2.092
11.443469,-0.0659,-2.1026,-0.0263,2.104
11.449887,0.0282,-2.1746,0.1774,2.182
11.457512,0.0849,-2.1676,0.1519,2.175
11.465878,0.0683,-2.1509,-0.1003,2.154
11.474110,-0.0622,-2.1176,-0.1230,2.122
11.482476,-0.0795,-2.1057,-0.0268,2.107
11.493349,-0.0873,-2.0987,-0.0887,2.102
11.498484,-0.1074,-2.1563,-0.1097,2.162
11.515589,-0.0585,-2.2928,-0.0678,2.295
11.516409,-0.0465,-2.3265,-0.1359,2.331
11.523417,0.0129,-2.4151,-0.1036,2.417
11.533043,0.0360,-2.4056,-0.1003,2.408
11.541592,0.0426,-2.3770,-0.0876,2.379
11.548215,-0.0152,-2.3411,-0.0869,2.343
11.558733,-0.0129,-2.2837,-0.0264,2.284
11.564914,0.0282,-2.2048,0.0009,2.205
11.575172,0.0338,-2.1234,-0.1005,2.126
11.580844,0.0231,-2.0612,-0.1729,2.069
11.595423,0.0078,-2.0397,-0.2578,2.056
11.597430,-0.0198,-2.0206,-0.3126,2.045
11.606280,-0.0577,-2.0038,-0.3760,2.040
11.617865,-0.0363,-1.9751,-0.3049,1.999
11.624905,-0.0134,-1.9296,-0.1373,1.934
11.630106,0.0352,-1.8290,-0.0231,1.829
11.638792,0.0550,-1.6996,-0.0482,1.701
11.647369,0.0369,-1.5654,-0.0539,1.567
11.656052,0.0074,-1.3953,0.0009,1.395
11.663166,0.0739,-1.2396,-0.0508,1.243
11.672448,0.0578,-1.1317,-0.1375,1.142
11.680001,0.0594,-1.0574,-0.1758,1.074
11.688557,-0.0123,-1.0548,-0.1876,1.071
11.703797,-0.0184,-1.0882,-0.2187,1.110
11.704740,-0.0717,-1.1360,-0.2167,1.159
11.712665,-0.1389,-1.1908,-0.2203,1.219
11.720888,-0.1414,-1.2553,-0.2489,1.287
11.728893,-0.1268,-1.2358,-0.2644,1.270
11.737393,-0.1198,-1.1445,-0.2334,1.174
11.744956,-0.1009,-0.9909,-0.1265,1.004
11.753826,-0.0464,-0.8684,-0.1201,0.878
11.761498,0.0176,-0.6693,-0.1880,0.695
11.769900,0.0386,-0.5659,-0.1115,0.578
11.777888,0.1170,-0.4673,-0.0905,0.490
11.786148,0.0881,-0.4047,-0.0293,0.415
11.803429,0.0382,-0.3254,-0.0138,0.328
11.804036,0.0142,-0.2796,-0.0037,0.280
11.811297,0.0903,-0.2650,0.0415,0.283
11.819114,0.1373,-0.2768,0.1049,0.326
11.826305,0.1266,-0.2503,0.1289,0.309
11.834768,0.0892,-0.2310,0.0896,0.263
11.843383,0.0085,-0.2142,0.0920,0.233
11.851820,-0.0606,-0.2117,0.0711,0.231
11.859819,-0.0845,-0.1805,0.0338,0.202
11.868013,-0.1282,-0.1661,0.0445,0.214
11.876354,-0.1339,-0.1421,0.1220,0.230
11.884597,-0.0948,-0.1277,0.1776,0.238
11.893382,-0.0873,-0.1372,0.1734,0.238
11.901001,-0.0752,-0.1515,0.1403,0.220
11.918685,-0.0824,-0.1801,0.1501,0.248
11.919460,-0.0849,-0.2231,0.1380,0.276
11.925231,-0.0851,-0.2589,0.1303,0.302
11.934288,-0.1067,-0.2731,0.1178,0.316
11.942784,-0.1730,-0.2922,0.0882,0.351
11.950293,-0.2264,-0.3016,0.1607,0.410
11.957992,-0.2526,-0.2846,0.1706,0.417
11.966811,-0.2727,-0.2629,0.1471,0.406
11.976072,-0.2748,-0.2554,0.1596,0.408
11.982978,-0.2424,-0.2337,0.1172,0.356
11.991796,-0.2312,-0.1760,0.0944,0.306
11.999716,-0.1825,-0.1639,0.1319,0.278
12.012313,-0.2310,-0.0752,0.2435,0.344
12.020633,-0.2067,-0.0966,0.2288,0.323
12.034440,-0.1438,-0.0942,0.2223,0.281
12.035284,-0.0930,-0.1037,0.2074,0.250
12.040922,-0.0803,-0.1253,0.1767,0.231
12.048097,-0.0938,-0.1589,0.0589,0.194
12.058446,-0.0764,-0.1686,-0.0094,0.185
12.065225,-0.0783,-0.2071,-0.0247,0.223
12.076706,-0.1355,-0.2264,-0.0564,0.270
12.081694,-0.1450,-0.2218,-0.0733,0.275
12.090065,-0.0233,-0.2699,0.0532,0.276
12.098764,0.0334,-0.3179,0.2109,0.383
12.113705,0.0900,-0.3157,0.1992,0.384
12.114201,0.1271,-0.3136,-0.0289,0.340
12.136617,0.0464,-0.1965,-0.1097,0.230
12.137725,0.0253,-0.2112,-0.0875,0.230
12.145623,0.0373,-0.2019,0.0090,0.205
12.146766,0.0537,-0.2093,-0.0018,0.216
12.155435,0.1196,-0.1929,-0.0504,0.233
12.163533,0.1423,-0.2004,-0.0656,0.254
