time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
142.115039,-0.0255,0.0913,0.1425,0.171
142.115717,-0.0200,0.0722,0.1808,0.196
142.123479,-0.0114,0.0422,0.1832,0.188
142.125860,0.0501,-0.0058,0.1185,0.129
142.134456,0.0565,-0.0471,0.0515,0.090
142.141836,0.0652,-0.0761,0.0107,0.101
142.151196,0.0595,-0.0738,-0.0276,0.099
142.158037,0.0441,-0.0712,-0.0420,0.094
142.167248,0.0332,-0.0515,-0.0396,0.073
142.174544,0.0054,-0.0317,-0.0253,0.041
142.184626,-0.0152,0.0003,-0.0301,0.034
142.191230,-0.0267,0.0252,-0.0109,0.038
142.201257,-0.0262,0.0573,-0.0109,0.064
142.207695,-0.0165,0.0582,0.0058,0.061
142.230780,0.0078,0.0808,0.0154,0.083
142.231399,-0.0087,0.0912,0.0250,0.095
142.231645,-0.0039,0.0870,0.0226,0.090
142.239552,0.0057,0.0971,0.0370,0.104
142.248687,0.0103,0.0926,0.0442,0.103
142.256471,0.0149,0.0950,0.0250,0.099
142.268549,0.0504,0.0831,0.0130,0.098
142.273602,0.0474,0.0614,0.0226,0.081
142.286340,0.0584,0.0590,0.0250,0.087
142.290050,0.0671,0.0447,0.0394,0.090
142.305722,0.0638,0.0185,0.0538,0.085
142.306110,0.0607,0.0042,0.0658,0.090
142.328436,0.0697,-0.0150,0.0658,0.097
142.329724,0.0669,-0.0294,0.0778,0.107
142.331265,0.0643,-0.0271,0.0802,0.106
142.338532,0.0261,-0.0371,0.0179,0.049
142.347530,0.0384,-0.0234,0.0586,0.074
142.354551,0.0243,-0.0388,0.1496,0.156
142.363708,0.0596,-0.0212,0.0179,0.066
142.371922,0.0627,0.0152,-0.1209,0.137
142.379590,0.0475,0.0519,-0.1090,0.130
142.388669,0.0477,0.0655,-0.0994,0.128
142.395782,0.0099,0.0873,-0.0826,0.121
142.417185,-0.0141,0.0788,-0.0491,0.094
142.418256,-0.0265,0.0946,-0.0228,0.101
142.425891,-0.0269,0.0931,-0.0060,0.097
142.428482,-0.0224,0.0605,0.0108,0.065
142.437185,-0.0202,0.0446,0.0275,0.056
142.445345,-0.0224,0.0216,0.0658,0.073
142.453980,-0.0385,-0.0037,0.1041,0.111
142.462512,-0.0377,-0.0388,0.1089,0.122
142.469877,-0.0513,-0.0408,0.0802,0.104
142.477753,-0.0313,-0.0527,0.0538,0.082
142.488007,-0.0233,-0.0478,-0.0061,0.054
142.494265,-0.0133,-0.0429,-0.0228,0.050
142.516114,-0.0012,0.0004,-0.0109,0.011
142.517192,0.0181,0.0197,0.0155,0.031
142.524487,0.0326,0.0486,0.0203,0.062
142.527037,0.0425,0.0561,0.0346,0.078
142.535864,0.0479,0.0782,0.0466,0.103
142.543318,0.0461,0.0787,0.0490,0.104
142.552093,0.0560,0.0718,0.0298,0.096
142.559974,0.0561,0.0717,-0.0133,0.092
142.569507,0.0609,0.0644,-0.0396,0.097
142.575838,0.0368,0.0595,-0.0420,0.082
142.584996,0.0338,0.0811,-0.0252,0.091
142.593080,0.0019,0.0789,-0.0133,0.080
142.606072,0.0203,0.0672,0.0083,0.071
142.608925,-0.0019,0.0626,0.0179,0.065
142.634393,-0.0121,0.0580,0.0155,0.061
142.635533,-0.0150,0.0439,0.0203,0.051
142.635874,-0.0251,0.0202,0.0107,0.034
142.641561,-0.0114,0.0134,0.0227,0.029
142.651148,-0.0050,-0.0076,0.0203,0.022
142.657961,-0.0084,-0.0045,0.0347,0.036
142.666125,0.0052,-0.0113,0.0347,0.037
142.674184,0.0186,-0.0180,0.0300,0.040
142.682466,0.0486,-0.0059,0.0348,0.060
142.690362,0.0259,-0.0011,0.0085,0.027
142.702173,0.0416,0.0011,-0.0059,0.042
142.706667,0.0436,0.0226,-0.0298,0.057
142.719617,0.0385,0.0276,-0.0131,0.049
142.722954,0.0531,0.0398,0.0204,0.069
142.732442,0.0489,0.0405,0.0635,0.090
142.739042,0.0336,0.0365,0.1042,0.115
142.748911,0.0327,0.0322,0.0898,0.101
142.756045,0.0556,0.0274,0.0276,0.068
142.765242,0.0278,0.0295,-0.0347,0.053
142.773215,0.0311,0.0056,-0.0371,0.049
142.782405,0.0223,0.0179,-0.0228,0.037
142.789505,0.0081,0.0276,0.0347,0.045
142.797368,0.0092,0.0443,-0.1233,0.131
142.805164,0.0308,0.0424,-0.4010,0.404
142.813659,-0.0169,0.0732,-0.0393,0.085
142.823546,-0.0774,0.0732,0.3892,0.404
142.830690,-0.0692,0.0945,0.1139,0.163
142.838311,-0.0537,0.0890,0.1665,0.196
142.846403,-0.0208,0.0441,0.1138,0.124
142.854537,0.0194,0.0578,-0.0490,0.078
142.862815,0.0358,0.0452,-0.1687,0.178
142.871068,0.0208,0.0409,-0.1759,0.182
142.879188,0.0247,0.0476,-0.1424,0.152
142.888362,0.0023,0.0559,-0.0227,0.060
142.894832,-0.0110,0.0621,0.0850,0.106
142.907066,-0.0170,0.0582,0.1664,0.177
142.911849,-0.0129,0.0291,0.2167,0.219
142.920005,0.0109,0.0084,0.1664,0.167
142.928605,0.0370,-0.0323,0.1137,0.124
142.936488,0.0555,-0.0661,0.0466,0.098
142.944531,0.0620,-0.0854,0.0059,0.106
142.953476,0.0445,-0.0951,-0.0325,0.110
142.960770,0.0364,-0.0971,-0.0253,0.107
142.969127,0.0113,-0.0799,-0.0301,0.086
142.976810,-0.0166,-0.0459,-0.0110,0.050
142.985822,-0.0135,-0.0167,-0.0158,0.027
142.993765,-0.0036,0.0340,-0.0062,0.035
143.005444,-0.0177,0.0656,0.0225,0.072
143.011126,-0.0053,0.0803,0.0130,0.082
143.018378,-0.0050,0.0949,0.0130,0.096
143.027045,-0.0023,0.1095,0.0249,0.112
143.035155,0.0049,0.1025,0.0345,0.108
143.043388,0.0025,0.1093,0.0297,0.113
143.051841,0.0026,0.1162,0.0225,0.118
143.060135,0.0144,0.1063,0.0249,0.110
143.067487,0.0405,0.0915,0.0154,0.101
143.075513,0.0546,0.0745,0.0321,0.098
143.088133,0.0635,0.0576,0.0273,0.090
143.091986,0.0772,0.0478,0.0441,0.101
143.110882,0.0668,0.0213,0.0297,0.076
143.111651,0.0708,0.0189,0.0657,0.098
143.118441,0.0582,-0.0099,0.0800,0.099
143.125099,0.0531,-0.0147,0.0777,0.095
143.134163,0.0433,-0.0196,0.0513,0.070
143.141295,0.0266,-0.0439,0.0274,0.058
143.150647,0.0407,-0.0541,0.1638,0.177
143.157978,0.0298,-0.0434,0.0633,0.082
143.167350,0.0442,-0.0356,-0.0923,0.108
143.174582,0.0521,-0.0064,-0.0803,0.096
143.184016,0.0281,0.0308,-0.0707,0.082
143.191010,0.0044,0.0472,-0.0660,0.081
143.204108,-0.0076,0.0550,-0.0492,0.074
143.207100,-0.0224,0.0773,-0.0276,0.085
143.225833,-0.0255,0.0828,-0.0180,0.089
143.226593,-0.0115,0.0713,-0.0061,0.072
143.233057,-0.0213,0.0552,0.0131,0.061
143.239855,-0.0072,0.0271,0.0490,0.056
143.250975,-0.0237,0.0136,0.0825,0.087
143.257171,-0.0255,-0.0000,0.0969,0.100
143.267675,-0.0152,-0.0329,0.1041,0.110
143.272696,-0.0479,-0.0400,0.0586,0.086
143.281326,-0.0397,-0.0448,0.0370,0.070
143.289159,-0.0175,-0.0329,-0.0109,0.039
143.301086,-0.0174,-0.0209,-0.0181,0.033
143.305552,-0.0152,0.0102,0.0035,0.019
143.327007,0.0108,0.0268,0.0298,0.042
143.327695,0.0298,0.0577,0.0346,0.074
143.335586,0.0539,0.0646,0.0107,0.085
143.338858,0.0374,0.0860,0.0274,0.098
143.347537,0.0497,0.0787,0.0298,0.098
143.354973,0.0450,0.0786,0.0250,0.094
143.363076,0.0426,0.0689,-0.0037,0.081
143.370725,0.0544,0.0781,-0.0277,0.099
143.379352,0.0299,0.0707,-0.0277,0.082
143.387657,0.0315,0.0728,-0.0133,0.080
143.395448,0.0259,0.0558,-0.0085,0.062
143.408027,0.0180,0.0651,0.0011,0.068
143.412445,0.0031,0.0527,-0.0013,0.053
143.420107,-0.0188,0.0355,0.0107,0.042
143.428667,-0.0168,0.0259,0.0131,0.034
143.436208,-0.0194,0.0068,0.0179,0.027
143.444611,-0.0054,-0.0052,0.0203,0.022
143.452732,-0.0106,-0.0051,0.0275,0.030
143.461062,0.0057,-0.0193,0.0227,0.030
143.469776,0.0221,-0.0188,0.0371,0.047
143.477458,0.0383,-0.0037,0.0347,0.052
143.488351,0.0353,0.0088,0.0371,0.052
143.493792,0.0370,0.0043,0.0299,0.048
143.513699,0.0385,0.0019,0.0299,0.049
143.514497,0.0306,-0.0004,-0.0084,0.032
143.522927,0.0321,0.0307,-0.0131,0.046
143.526743,0.0292,0.0164,-0.0251,0.042
143.534187,0.0602,0.0359,-0.0059,0.070
143.543185,0.0367,0.0387,0.0276,0.060
143.550879,0.0329,0.0390,0.0826,0.097
143.559463,0.0346,0.0275,0.0994,0.109
143.567986,0.0338,0.0298,0.0754,0.088
143.575746,0.0325,0.0080,-0.0060,0.034
143.584941,0.0358,0.0099,-0.0515,0.064
143.593076,0.0366,0.0120,-0.0587,0.070
143.606843,0.0159,0.0189,-0.0061,0.025
143.608386,0.0114,0.0377,0.0131,0.041
143.618075,0.0232,0.0300,-0.2263,0.229
143.625066,0.0104,0.0638,-0.3795,0.385
143.635587,-0.0105,0.0798,0.0635,0.103
143.641233,-0.0755,0.0765,0.3533,0.369
143.652364,-0.0745,0.0756,0.0875,0.138
143.658380,-0.0589,0.0739,0.1497,0.177
143.677958,-0.0306,0.0616,0.0827,0.108
143.678349,0.0002,0.0460,-0.0850,0.097
143.682260,0.0356,0.0425,-0.1856,0.194
143.690734,0.0133,0.0572,-0.1616,0.172
143.704691,0.0004,0.0566,-0.1066,0.121
143.707179,-0.0126,0.0690,0.0059,0.070
143.729037,-0.0258,0.0745,0.0897,0.119
143.729597,-0.0341,0.0648,0.1711,0.186
143.735788,-0.0107,0.0398,0.1687,0.174
143.740421,0.0202,0.0090,0.1328,0.135
143.750298,0.0512,-0.0243,0.0897,0.106
143.756415,0.0577,-0.0579,0.0274,0.086
143.768667,0.0784,-0.0889,0.0130,0.119
143.772675,0.0797,-0.0984,-0.0038,0.127
143.786064,0.0355,-0.0885,-0.0301,0.100
143.789685,0.0197,-0.0664,-0.0301,0.076
143.806192,0.0085,-0.0444,-0.0158,0.048
143.806819,-0.0198,-0.0059,-0.0110,0.023
143.814447,-0.0267,0.0256,0.0082,0.038
143.830173,-0.0146,0.0474,0.0010,0.050
143.830686,-0.0005,0.0596,0.0129,0.061
143.840001,0.0016,0.0717,0.0201,0.074
143.846730,0.0062,0.0861,0.0225,0.089
143.854695,0.0011,0.0811,0.0393,0.090
143.863414,0.0245,0.0907,0.0178,0.096
143.871201,0.0169,0.0930,0.0082,0.095
143.879392,0.0403,0.0855,0.0106,0.095
143.888725,0.0565,0.0853,0.0178,0.104
143.895030,0.0560,0.0732,0.0106,0.093
143.910720,0.0648,0.0681,0.0345,0.100
143.918008,0.0783,0.0462,0.0513,0.104
143.920084,0.0632,0.0530,0.0441,0.094
143.928069,0.0698,0.0264,0.0705,0.103
143.936565,0.0547,0.0023,0.0681,0.087
143.944344,0.0564,0.0020,0.0585,0.081
143.952781,0.0275,-0.0177,0.0011,0.033
143.969030,0.0036,-0.0303,0.0657,0.072
143.969906,-0.0087,-0.0334,0.1279,0.133
143.977135,0.0135,-0.0279,-0.0109,0.033
143.986008,0.0185,0.0036,-0.1090,0.111
143.994131,0.0055,0.0232,-0.0755,0.079
144.014370,0.0081,0.0557,-0.0803,0.098
144.014762,-0.0176,0.0653,-0.0899,0.113
144.020873,-0.0461,0.0923,-0.0372,0.110
144.025852,-0.0440,0.0764,-0.0229,0.091
144.034135,-0.0469,0.0840,-0.0276,0.100
144.042338,-0.0207,0.0557,-0.0013,0.059
144.050755,-0.0185,0.0394,0.0203,0.048
144.058759,-0.0256,0.0257,0.0370,0.052
144.067529,-0.0038,0.0024,0.0873,0.087
144.075430,-0.0271,-0.0138,0.1136,0.118
144.083998,-0.0265,-0.0305,0.0921,0.101
144.092191,-0.0305,-0.0524,0.0370,0.071
144.102503,-0.0322,-0.0623,0.0202,0.073
144.108502,-0.0175,-0.0433,0.0154,0.049
144.120471,-0.0104,-0.0314,-0.0037,0.033
144.124427,0.0179,0.0019,0.0322,0.037
144.132820,0.0317,0.0278,0.0442,0.061
144.141161,0.0362,0.0559,0.0490,0.083
144.149666,0.0480,0.0576,0.0274,0.080
144.157948,0.0623,0.0763,0.0202,0.101
144.166729,0.0647,0.0664,0.0370,0.100
144.174127,0.0621,0.0778,0.0394,0.107
144.183311,0.0546,0.0603,0.0059,0.082
144.190342,0.0562,0.0669,-0.0037,0.087
144.200562,0.0480,0.0659,-0.0061,0.082
144.206693,0.0349,0.0675,-0.0061,0.076
144.217934,0.0216,0.0593,0.0059,0.063
144.223311,0.0132,0.0724,0.0011,0.074
144.244533,0.0028,0.0473,0.0131,0.049
144.245214,-0.0102,0.0415,0.0083,0.043
144.255086,-0.0206,0.0405,0.0275,0.053
144.255774,-0.0189,0.0251,0.0466,0.056
144.265490,-0.0078,0.0047,0.0443,0.045
144.272163,0.0079,-0.0036,0.0371,0.038
144.283938,0.0044,-0.0167,0.0371,0.041
144.288780,0.0126,-0.0011,0.0515,0.053
144.300572,0.0328,0.0001,0.0419,0.053
144.305214,0.0268,-0.0012,0.0467,0.054
144.321810,0.0399,0.0023,0.0372,0.055
144.322500,0.0455,0.0175,0.0132,0.050
144.343626,0.0391,0.0232,0.0013,0.045
144.344470,0.0329,0.0241,-0.0131,0.043
144.346571,0.0485,0.0302,-0.0178,0.060
144.353998,0.0382,0.0437,0.0205,0.062
144.362940,0.0407,0.0407,0.0660,0.088
144.370875,0.0220,0.0258,0.1090,0.114
144.379243,0.0326,0.0300,0.1018,0.111
144.387088,0.0264,0.0171,0.0683,0.075
144.397713,0.0225,0.0158,0.0013,0.028
144.405909,0.0302,0.0120,-0.0442,0.055
144.411541,0.0115,0.0182,-0.0203,0.030
144.422468,0.0043,0.0292,0.0060,0.030
144.427645,0.0003,0.0328,-0.0131,0.035
144.435340,0.0218,0.0412,-0.2764,0.280
144.443422,0.0127,0.0601,-0.3146,0.321
144.452008,-0.0482,0.0778,0.2457,0.262
144.460344,-0.0966,0.0810,0.1811,0.221
144.468340,-0.0727,0.0841,0.0087,0.111
144.477169,-0.0626,0.0914,0.0614,0.127
144.485741,-0.0390,0.0931,0.0517,0.113
144.493549,-0.0035,0.0681,-0.1087,0.128
144.502552,0.0175,0.0653,-0.1446,0.160
144.510021,0.0502,0.0638,-0.1303,0.154
144.521836,0.0367,0.0515,-0.0369,0.073
144.526399,0.0083,0.0567,0.0564,0.080
144.534789,-0.0135,0.0423,0.1163,0.124
144.542785,-0.0353,0.0246,0.1905,0.195
144.550814,-0.0228,-0.0039,0.1929,0.194
144.559547,0.0118,-0.0479,0.1306,0.140
144.567840,0.0369,-0.0610,0.0732,0.102
144.575643,0.0618,-0.0886,0.0300,0.112
144.584103,0.0699,-0.0967,-0.0179,0.121
144.592376,0.0517,-0.0902,-0.0466,0.114
144.601135,0.0502,-0.0547,-0.0634,0.098
144.608205,0.0173,-0.0356,-0.0490,0.063
144.621542,0.0006,0.0054,-0.0179,0.019
144.624348,-0.0165,0.0394,0.0084,0.044
144.642449,-0.0098,0.0733,0.0228,0.077
144.643229,-0.0034,0.0926,0.0444,0.103
144.649798,-0.0042,0.1115,0.0420,0.119
144.658122,0.0095,0.1018,0.0492,0.113
144.667277,0.0040,0.1107,0.0396,0.118
144.673755,0.0128,0.1030,0.0325,0.109
144.683925,0.0262,0.0974,0.0229,0.103
144.690901,0.0323,0.0869,0.0133,0.094
144.699795,0.0453,0.0906,0.0157,0.103
144.706655,0.0631,0.0847,0.0134,0.106
144.720601,0.0711,0.0789,0.0086,0.107
144.723317,0.0626,0.0587,0.0182,0.088
144.743338,0.0633,0.0553,0.0302,0.089
144.744162,0.0738,0.0352,0.0470,0.094
144.750872,0.0627,0.0175,0.0566,0.086
144.755810,0.0687,0.0046,0.0686,0.097
144.765603,0.0608,-0.0227,0.0686,0.094
144.771485,0.0149,-0.0360,0.0399,0.056
144.779734,-0.0041,-0.0526,0.1715,0.179
144.788167,0.0099,-0.0479,-0.0008,0.049
144.797129,0.0467,-0.0411,-0.0750,0.097
144.805145,0.0288,0.0019,-0.0942,0.098
144.832131,0.0238,0.0433,-0.1420,0.150
144.833044,-0.0093,0.0544,-0.1468,0.157
144.833266,-0.0182,0.0738,-0.1014,0.127
144.837985,-0.0440,0.1062,-0.0607,0.130
144.845757,-0.0700,0.0936,-0.0176,0.118
144.853996,-0.0458,0.0883,0.0327,0.105
144.862416,-0.0313,0.0611,0.0351,0.077
144.870431,-0.0336,0.0315,0.0925,0.103
144.879057,-0.0525,-0.0032,0.1165,0.128
144.887917,-0.0374,-0.0310,0.1428,0.151
144.896060,-0.0583,-0.0518,0.0997,0.127
144.904568,-0.0554,-0.0516,0.0542,0.093
144.911817,-0.0530,-0.0610,0.0183,0.083
144.928452,-0.0437,-0.0346,-0.0009,0.056
144.928831,-0.0202,-0.0249,0.0231,0.039
144.936495,0.0032,-0.0009,0.0207,0.021
144.943933,0.0268,0.0347,0.0255,0.051
144.952200,0.0387,0.0416,0.0231,0.061
144.960431,0.0627,0.0604,0.0207,0.089
144.968850,0.0725,0.0742,0.0231,0.106
144.982774,0.0560,0.0736,0.0015,0.092
144.985536,0.0585,0.0846,0.0063,0.103
144.993663,0.0605,0.0931,-0.0128,0.112
145.001819,0.0620,0.0967,-0.0391,0.121
145.010331,0.0513,0.1026,-0.0415,0.122
145.017375,0.0499,0.1084,-0.0295,0.123
145.025529,0.0245,0.1046,-0.0127,0.108
145.033747,0.0255,0.0937,-0.0127,0.098
145.041832,0.0050,0.0732,0.0017,0.073
145.050563,0.0157,0.0579,0.0089,0.061
145.058643,0.0096,0.0404,0.0233,0.048
145.067500,0.0131,0.0350,0.0353,0.051
145.075075,-0.0028,0.0201,0.0473,0.051
145.083501,0.0076,0.0074,0.0353,0.037
145.091120,0.0036,-0.0051,0.0234,0.024
145.100034,-0.0004,-0.0128,0.0115,0.017
145.107845,0.0266,-0.0109,-0.0148,0.032
145.134592,0.0344,-0.0135,0.0091,0.038
145.135010,0.0473,0.0126,0.0211,0.053
145.135225,0.0561,0.0149,0.0642,0.087
145.145267,0.0395,0.0004,0.1121,0.119
145.150518,0.0330,-0.0095,0.1337,0.138
145.157778,0.0293,-0.0128,0.1025,0.107
145.165258,0.0303,-0.0140,0.0522,0.062
145.173326,0.0335,-0.0248,-0.0029,0.042
145.182049,0.0389,-0.0141,0.0139,0.044
145.189636,0.0390,-0.0012,0.0450,0.060
145.198971,0.0403,-0.0005,0.0211,0.045
145.205937,0.0482,0.0192,-0.1512,0.160
145.226716,0.0484,0.0373,-0.4025,0.407
145.227178,0.0136,0.0808,-0.1246,0.149
145.233024,-0.0812,0.1131,0.1460,0.202
145.239302,-0.1075,0.1216,0.0239,0.164
145.248354,-0.0923,0.1354,-0.0192,0.165
145.255642,-0.0822,0.1274,0.1890,0.242
145.266335,-0.0555,0.1133,0.0692,0.144
145.271637,-0.0030,0.0817,-0.1008,0.130
145.280468,0.0420,0.0629,-0.1440,0.163
145.288384,0.0263,0.0431,-0.1009,0.113
145.297483,0.0198,0.0219,-0.0339,0.045
145.305468,0.0198,0.0207,0.0380,0.048
145.313189,-0.0095,-0.0004,0.1577,0.158
145.333103,-0.0217,-0.0106,0.2128,0.214
145.333902,-0.0166,-0.0463,0.1601,0.167
145.340796,0.0010,-0.0567,0.0858,0.103
145.345519,0.0189,-0.0768,0.0188,0.081
145.353991,0.0321,-0.0703,-0.0076,0.078
145.362334,0.0190,-0.0752,-0.0316,0.084
145.371039,0.0181,-0.0391,-0.0220,0.048
145.379798,-0.0091,-0.0051,-0.0196,0.022
145.386809,-0.0054,0.0171,-0.0197,0.027
145.395567,-0.0046,0.0467,-0.0053,0.047
145.403575,-0.0115,0.0787,-0.0005,0.080
145.411629,0.0029,0.0892,0.0234,0.092
145.434282,-0.0115,0.0970,0.0330,0.103
145.435570,0.0172,0.1092,0.0521,0.122
145.441034,0.0030,0.1094,0.0497,0.120
145.444361,0.0008,0.1043,0.0569,0.119
145.452379,0.0152,0.0991,0.0258,0.103
145.461201,0.0224,0.0769,0.0234,0.083
145.469991,0.0509,0.0715,-0.0077,0.088
145.477285,0.0456,0.0566,-0.0101,0.073
145.485687,0.0713,0.0585,0.0115,0.093
145.493304,0.0753,0.0411,0.0258,0.090
145.502231,0.0576,0.0380,0.0354,0.078
145.509725,0.0688,0.0158,0.0426,0.082
145.533444,0.0607,0.0007,0.0426,0.074
145.534532,0.0673,-0.0168,0.0475,0.084
145.534995,0.0358,-0.0224,-0.0052,0.043
145.544019,0.0145,-0.0191,0.1336,0.136
145.552195,0.0110,-0.0378,0.1719,0.176
145.559662,0.0403,-0.0237,-0.0316,0.056
145.567590,0.0568,0.0146,-0.1154,0.129
145.575422,0.0454,0.0342,-0.0627,0.085
145.584207,0.0290,0.0496,-0.0938,0.110
145.592226,0.0214,0.0585,-0.1561,0.168
145.600833,0.0113,0.0801,-0.1130,0.139
145.608127,-0.0243,0.0856,-0.0220,0.092
145.617435,-0.0401,0.0795,0.0378,0.097
145.625123,-0.0197,0.0685,0.0163,0.073
145.652349,-0.0111,0.0527,0.0066,0.054
145.653253,-0.0214,0.0368,0.0353,0.055
145.653626,-0.0293,0.0018,0.0736,0.079
145.659964,-0.0396,-0.0307,0.0784,0.093
145.665590,-0.0598,-0.0321,0.0855,0.109
145.673905,-0.0587,-0.0314,0.0424,0.079
145.684703,-0.0651,-0.0381,-0.0031,0.075
145.690148,-0.0504,-0.0376,-0.0175,0.065
145.703302,-0.0382,-0.0325,-0.0151,0.052
145.706639,-0.0091,-0.0057,0.0280,0.030
145.720825,-0.0040,0.0164,0.0424,0.046
145.724470,0.0082,0.0216,0.0208,0.031
145.753264,0.0394,0.0433,0.0256,0.064
145.754121,0.0349,0.0599,0.0136,0.071
145.754471,0.0423,0.0617,-0.0007,0.075
145.759507,0.0546,0.0754,-0.0438,0.103
145.764102,0.0498,0.0866,-0.0702,0.122
145.771851,0.0471,0.1196,-0.0414,0.135
145.780231,0.0415,0.1167,-0.0247,0.126
145.788703,0.0309,0.0969,0.0137,0.103
145.797962,0.0277,0.1128,0.0233,0.118
145.805923,0.0102,0.0903,0.0209,0.093
145.813067,0.0192,0.0605,0.0257,0.068
145.835600,0.0066,0.0382,0.0281,0.048
145.836640,0.0059,0.0160,0.0377,0.041
145.842381,0.0078,-0.0063,0.0377,0.039
145.846436,-0.0050,-0.0093,0.0186,0.021
145.854192,-0.0009,-0.0004,0.0186,0.019
145.862368,0.0246,-0.0008,-0.0054,0.025
145.870887,0.0235,-0.0036,0.0018,0.024
145.879951,0.0320,-0.0015,-0.0101,0.034
145.887041,0.0452,0.0223,-0.0077,0.051
145.896463,0.0420,0.0222,0.0235,0.053
145.905170,0.0515,0.0220,0.0642,0.085
145.912122,0.0331,0.0003,0.0953,0.101
145.934845,0.0105,0.0046,0.0881,0.089
145.935694,0.0262,-0.0203,0.0425,0.054
145.942432,0.0321,-0.0118,-0.0317,0.047
145.946389,0.0423,-0.0177,-0.0556,0.072
145.952706,0.0403,-0.0091,-0.0389,0.057
145.961141,0.0378,-0.0028,0.0258,0.046
145.968863,0.0342,0.0105,0.0090,0.037
145.976848,0.0501,0.0141,-0.2088,0.215
145.984809,0.0388,0.0352,-0.3786,0.382
145.992893,-0.0165,0.0746,-0.0218,0.079
146.001356,-0.1187,0.0858,0.2583,0.297
146.009184,-0.1079,0.0850,0.0093,0.138
146.028580,-0.0844,0.0985,0.0427,0.137
146.029443,-0.0504,0.0946,0.1001,0.147
146.035571,-0.0068,0.0851,-0.0436,0.096
146.042811,0.0389,0.0638,-0.1370,0.156
146.051315,0.0267,0.0602,-0.1179,0.135
146.059884,0.0406,0.0675,-0.0676,0.104
146.069136,0.0179,0.0566,0.0113,0.060
146.075739,-0.0033,0.0409,0.0999,0.108
146.084318,-0.0077,0.0336,0.1861,0.189
146.092212,0.0123,0.0079,0.1981,0.199
146.104637,0.0115,-0.0309,0.1190,0.124
146.108068,0.0515,-0.0512,0.0304,0.079
146.133835,0.0506,-0.0831,-0.0295,0.102
146.134802,0.0307,-0.0881,-0.0319,0.099
146.135128,0.0253,-0.0665,-0.0391,0.081
146.141852,-0.0062,-0.0495,-0.0320,0.059
146.149254,-0.0068,-0.0225,-0.0488,0.054
146.157963,-0.0172,0.0141,-0.0536,0.058
146.166471,-0.0306,0.0439,-0.0416,0.068
146.173637,-0.0204,0.0665,-0.0057,0.070
146.182796,-0.0225,0.0893,-0.0033,0.092
146.190329,-0.0150,0.0858,0.0326,0.093
146.199942,-0.0169,0.0986,0.0373,0.107
146.207524,-0.0140,0.0846,0.0445,0.097
146.221057,-0.0135,0.0846,0.0445,0.097
146.222993,-0.0107,0.0893,0.0373,0.097
146.251463,0.0206,0.0772,0.0253,0.084
146.252216,0.0471,0.0627,0.0134,0.080
146.252689,0.0567,0.0528,0.0086,0.078
146.258328,0.0563,0.0575,0.0230,0.084
146.264428,0.0629,0.0358,0.0230,0.076
146.272374,0.0911,0.0285,0.0541,0.110
146.283068,0.0665,0.0019,0.0445,0.080
146.288719,0.0587,-0.0053,0.0398,0.071
146.299981,0.0632,-0.0293,0.0565,0.090
146.305409,0.0489,-0.0295,0.0469,0.074
146.320960,0.0441,-0.0396,-0.0153,0.061
146.322645,0.0184,-0.0309,0.2002,0.203
146.329988,0.0494,-0.0374,0.0398,0.074
146.353351,0.0631,0.0035,-0.0752,0.098
146.354021,0.0647,0.0230,-0.0680,0.097
146.354311,0.0521,0.0333,-0.1517,0.164
146.365674,0.0566,0.0592,-0.1517,0.172
146.373043,0.0062,0.0622,-0.0847,0.105
146.379271,-0.0058,0.0729,-0.0153,0.075
146.387107,-0.0416,0.0863,0.0135,0.097
146.395035,-0.0342,0.0684,0.0230,0.080
146.404578,-0.0122,0.0430,0.0087,0.046
146.410803,-0.0043,0.0247,0.0350,0.043
146.435491,-0.0102,-0.0005,0.0661,0.067
146.436457,-0.0305,-0.0352,0.0780,0.091
146.436702,-0.0579,-0.0341,0.0804,0.105
146.444517,-0.0424,-0.0452,0.0612,0.087
146.453451,-0.0463,-0.0448,0.0157,0.066
146.460895,-0.0480,-0.0420,0.0037,0.064
146.468877,-0.0428,-0.0224,0.0229,0.054
146.477497,-0.0090,0.0186,0.0205,0.029
146.485184,0.0033,0.0117,0.0181,0.022
146.493695,0.0155,0.0335,-0.0035,0.037
146.503404,0.0348,0.0553,0.0205,0.068
146.509285,0.0349,0.0626,0.0348,0.080
146.531745,0.0424,0.0697,0.0229,0.085
146.532907,0.0569,0.0695,-0.0130,0.091
146.540050,0.0471,0.0835,-0.0298,0.100
146.542258,0.0326,0.0854,-0.0561,0.107
146.551351,0.0440,0.0850,-0.0130,0.097
146.559463,0.0193,0.0919,-0.0106,0.094
146.567630,0.0210,0.0985,-0.0058,0.101
146.575273,0.0253,0.0812,0.0038,0.085
146.584421,0.0009,0.0736,-0.0010,0.074
146.591692,0.0028,0.0491,0.0062,0.050
146.599936,-0.0049,0.0391,0.0014,0.039
146.608887,-0.0055,0.0054,0.0182,0.020
146.621297,-0.0085,-0.0041,0.0062,0.011
146.624299,-0.0068,-0.0205,0.0230,0.032
146.652117,0.0189,-0.0175,0.0254,0.036
146.653083,0.0039,-0.0289,0.0398,0.049
146.653404,0.0271,-0.0282,0.0446,0.059
146.658875,0.0407,-0.0134,0.0230,0.049
146.665365,0.0329,0.0014,0.0087,0.034
